big data,intelligence artificielle
website
R,postgresql,oracle,tableau,spss,analytics,hadoop,mysql,mongodb,nosql,excel,sql,cassandra,big data,data mining,machine learning
R,ajax,analytics,hadoop,sas,datamining,nosql,sql,python,big data,intelligence artificielle,machine learning
R,pig,spark,sas,nosql,hive,python,big data,machine learning
oracle,pig,java,hadoop,mapreduce,sql,python,big data,machine learning
R,python,vision,big data,machine learning
application
analytics,big data
learn,analytics,machine learning
R,scala,excel,regression,hadoop,spark,classification,clustering,tableau,python,big data,machine learning
analytics,hadoop,spark,sql,hive,cloud,python,big data
learn,application
learn,big data,machine learning
R,machine learning
R,oracle,pig,ajax,analytics,hadoop,spark,sas,forest,sql,svm,hive,cloud,python,iot,big data,data mining,machine learning,monte carlo
analytics
analytics,hadoop,big data
big data
java,nosql,big data,machine learning
java,spark,application,nosql,scala
R,algorithm,application,cloud
R,python,big data,machine learning
R,sap,.net,spss,mapreduce,hadoop,sas,python,scala,sql,cloud,matlab,iot,big data
R,website,d3,analytics,hadoop,spark,python,big data,machine learning
spss,analytics,hadoop,mapreduce,spark,sas,mongodb,python,scala,sql,cassandra,matlab,base de donnees,big data,machine learning
vision
website,neurones,application,clustering,intelligence artificielle,machine learning,reseaux de neurones
.net,angularjs,mongodb,nosql,sql,app,big data,machine learning
.net,big data,machine learning
ajax
ajax,hadoop,nosql,cassandra,python,big data
ajax,sql,application
algorithm,python,data mining
analytics,.net,big data
analytics,application,vision
analytics,c++,nosql,sql,python,data mining,deep learning,machine learning
angularjs,.net,java,nosql,sql,python,base de donnees,machine learning
angularjs,.net,php,java,nosql,sql,cloud,big data,machine learning
application,app
application,vision
cloud
excel,analytics,big data
excel,application,big data
excel,spss,analytics
excel,sql,vision
hadoop,python,spark,big data,deep learning
hadoop,spark,datamining,hive,python,big data,deep learning,machine learning,reseaux de neurones
java,analytics,hadoop,spark,datamining,scala,python,big data,intelligence artificielle,machine learning
java,hadoop,spark,scala,python,big data,machine learning
learn,.net,prediction,clustering,python,machine learning
learn,analytics,application,sql,python,big data,machine learning
learn,analytics,big data
learn,c++,cloud,python
learn,pandas,pig,java,keras,c++,hadoop,spark,python,big data,deep learning,intelligence artificielle,machine learning
learn,pandas,pig,website,vision,regression,analytics,keras,spark,application,hive,data mining,machine learning
learn,prediction,analytics,clustering,python,machine learning
learn,prediction,analytics,spark,python,big data,machine learning
learn,website,app,hadoop,machine learning
learn,website,app,vision,machine learning
nosql,java,python,hadoop,big data
oracle,analytics,hadoop,nosql,sql,base de donnees
pandas,website,learn,app,python,big data,intelligence artificielle,machine learning
pig,hadoop,spark,sql,hive,python,big data,machine learning
pig,spss,analytics,hadoop,spark,sas,datamining,tableau,hive,python,big data,machine learning
postgresql,d3,hadoop,ruby,sql,big data,machine learning
prediction,vision,deep learning,machine learning
python,application,nosql,big data,deep learning,machine learning
R,analytics,classification,application,clustering,sql,app,cloud,python,big data,machine learning
R,application,app,python,big data,data mining
R,hadoop,mongodb,application,app,python,big data,data mining,intelligence artificielle,machine learning
R,ia,iot
R,learn,d3,analytics,sas,ia
R,learn,vision
R,matlab,java,c++,sas,application,perl,python,big data,machine learning
R,matlab,java,python,big data,machine learning
R,nosql
R,pandas,hadoop,spark,nosql,python,big data,deep learning,machine learning
R,php,java,hadoop,sas,sql,python,machine learning
R,pig,analytics,keras,spark,sas,nosql,sql,cloud,python,big data,intelligence artificielle,machine learning
R,postgresql,analytics,mongodb,application,excel,python
R,postgresql,spss,analytics,java,hadoop,spark,mysql,sas,mongodb,tableau,sql,hive,python,big data,data mining,intelligence artificielle,machine learning
R,prediction,c++,classification,python,intelligence artificielle,machine learning
R,regression,java,analytics,hadoop,spark,datamining,neurones,python,markov,big data,machine learning,reseaux de neurones
R,sap,website,learn,regression,analytics,hadoop,spark,classification,application,clustering,sql,cloud,python,data mining,machine learning
R,sas,application,datamining,excel,python,big data,machine learning
R,sas,python,scala,big data,machine learning
R,sql,python,datamining,data mining,machine learning
R,tableau,python,big data,machine learning
R,website,arbres,sap,regression,analytics,spss,hadoop,spark,sas,datamining,python,big data,machine learning
R,website,d3,analytics,hadoop,spark,python,big data,data mining,machine learning
R,website,hadoop,tableau,algorithm,cloud,python,big data
R,website,pig,prediction,analytics,cassandra,sas,classification,mongodb,nosql,sql,weka,svm,bayes,hive,iot,base de donnees,big data,data mining,machine learning
sap,angularjs,php,java,c++,node.js,python,ruby,matlab,big data,machine learning
sas
spark,forest,sas,svm,hive,machine learning
spss,analytics,cloud,oracle
spss,analytics,hadoop,spark,sas,sql,hive,big data,intelligence artificielle,machine learning
spss,hadoop,spark,sas,sql,hive,big data,intelligence artificielle,machine learning
sql,analytics,cloud
sql,cloud,big data,data mining,intelligence artificielle,machine learning
sql,oracle,cloud,cassandra,big data
vision,analytics,hadoop,spark,sql,hive,cloud,python,big data
vision,hadoop,spark,sas,nosql,sql,big data,data mining,intelligence artificielle,machine learning
vision,prediction,analytics,sql,python,machine learning
website,algorithm,data mining,machine learning
website,app,ruby,vision
website,d3,analytics,big data,machine learning
website,hadoop,spark,mysql,nosql,tableau,sql,hive,python,big data
website,java,c++,analytics,application,app,python,big data,machine learning
.net
.net,analytics,hadoop,spark,classification,python,nosql,neurones,matlab,big data,intelligence artificielle,machine learning,reseaux de neurones
.net,big data,intelligence artificielle
.net,clustering,analytics,spark,classification,application,nosql,scala,app,python,base de donnees,big data,machine learning
.net,iot,big data
.net,java,spark,classification,cassandra,big data,machine learning
.net,java,spark,nosql,hive,cloud
ajax,algorithm,application,website
ajax,analytics,.net,big data,data mining,machine learning
ajax,big data,machine learning
ajax,php,analytics,hadoop,spark,mongodb,application,app,node.js,big data
ajax,website,excel,big data
analytics,application
analytics,application,vision,big data,data mining,intelligence artificielle,machine learning
analytics,c++,java,datamining,python
analytics,c++,machine learning
analytics,classification,hadoop,big data
analytics,cloud,hadoop,spark,big data
analytics,forest,application,excel,svm,data mining,machine learning
analytics,hadoop,spark,mongodb,application,scala,big data
analytics,hadoop,spark,mysql,nosql,sql,cloud,big data,machine learning
analytics,hadoop,spark,mysql,nosql,tableau,sql,hive,python,big data
analytics,hadoop,spark,tableau,sql,hive,python,big data
analytics,ia,big data,data mining,machine learning
analytics,iot,intelligence artificielle,machine learning
analytics,java,hadoop,mysql,nosql,sql,cloud,python,big data,machine learning
analytics,mapreduce,hadoop,big data
analytics,oracle
analytics,python,deep learning,machine learning
analytics,sas,datamining,excel,sql,base de donnees
analytics,vision,datamining,big data,intelligence artificielle,machine learning
angularjs,ajax,php,analytics,hadoop,spark,mysql,mongodb,application,sql,app,node.js,big data
app
application,big data,intelligence artificielle,machine learning
application,cassandra,app,cloud,python,big data
arbres,vision,analytics,c++,python,machine learning
big data,machine learning
c++,python,hadoop,big data
classification,analytics,big data,data mining,intelligence artificielle
classification,application,vision,iot,data mining
cloud,big data,machine learning
clustering
clustering,analytics,spark,classification,application,nosql,scala,python,base de donnees,big data,machine learning
d3,analytics,cloud,datamining,big data
excel,analytics
excel,cloud
excel,sas,big data
excel,sql,analytics,tableau
excel,sql,sas
forest,app
hadoop,keras,python,ia
hadoop,spark,application,tableau,sql,python,big data
ia,analytics,datamining,cloud,python,data mining,deep learning,intelligence artificielle,machine learning
ia,pig,analytics,java,hadoop,spark,mapreduce,mongodb,nosql,scala,sql,cassandra,python,big data,deep learning,machine learning
java,analytics,hadoop,spark,nosql,scala,tableau,hive,python,big data,machine learning
java,analytics,python,scala
java,analytics,spark,mongodb,scala,python,big data,deep learning,intelligence artificielle,machine learning
java,application,analytics,python,base de donnees,big data,machine learning
java,c++,application,perl,app,python
java,c++,hadoop,spark,sas,scala,sql,python,big data,machine learning
java,c++,node.js,analytics,application,nosql,python
java,c++,spark,nosql,scala,hive,python
java,classification,cassandra,spark,big data,machine learning
java,cloud,hadoop,big data
java,hadoop,nosql,cassandra,python,big data
java,hadoop,spark,application,scala,big data
java,hadoop,spark,mapreduce,forest,nosql,scala,sql,cloud,python,big data,data mining,machine learning
java,hadoop,spark,nosql,scala,app,python,big data
java,mongodb,scala,cloud,ia,machine learning
java,spark,hadoop,scala,big data,machine learning
learn,.net,prediction,spark,clustering,python,machine learning
learn,ajax,java,mapreduce,spark,hadoop,algorithm,python,big data,machine learning
learn,analytics,python,machine learning
learn,application,excel
learn,deep learning,machine learning
learn,pandas,.net,java,c++,spark,sas,weka,cloud,python,iot,intelligence artificielle,machine learning
learn,pandas,regression,prediction,keras,analytics,spark,forest,classification,cloud,python,iot,base de donnees,reseaux de neurones
learn,pig,d3,analytics,java,hadoop,spark,mapreduce,application,nosql,scala,sql,cassandra,hive,big data
learn,prediction,analytics,clustering,app,python,machine learning
learn,vision
learn,website,angularjs,java,analytics,hadoop,spark,mongodb,application,scala,sql,cassandra,app,python,big data,machine learning
learn,website,app,python,machine learning
learn,website,hadoop,spark,mongodb,cassandra,app,python,big data,machine learning
learn,website,spark,app,python,data mining,deep learning,machine learning
matlab,machine learning
mongodb,application,analytics
mongodb,hadoop,intelligence artificielle,machine learning
node.js,machine learning
oracle,.net,java,hadoop,spark,mongodb,nosql,hive,python,big data,machine learning
oracle,ajax,analytics,hadoop,nosql,sql,cloud,python,base de donnees,big data
oracle,analytics,application,app,cloud,machine learning
oracle,angularjs,java,mysql,ruby,sql,cloud,python,iot,big data
oracle,hadoop,nosql,cassandra,python,big data
oracle,java,analytics,application,sql,cloud,python,iot,big data,machine learning
oracle,pig,d3,java,hadoop,mapreduce,sql,python,big data,machine learning
oracle,vision,hadoop,spark,sql,python
oracle,vision,spss,analytics,hadoop,sql,big data
pandas,analytics,python,clustering,big data,intelligence artificielle
perl,python,big data,machine learning
php,mysql
php,mysql,application,app,python
php,sql,analytics,python
pig,analytics,java,c++,hadoop,spark,application,scala,app,hive,python,big data,machine learning
pig,mapreduce,hadoop,spark,mongodb,nosql,cassandra,hive,cloud,iot,intelligence artificielle
postgresql,vision,analytics,application,sql,cloud,python
postgresql,vision,machine learning
prediction,analytics,hadoop,spark,sql,hive,cloud,python,big data
prediction,analytics,monte carlo
prediction,application,machine learning
prediction,java,hadoop,nosql,python,deep learning
prediction,java,hadoop,spark,python,big data,deep learning
python,big data,machine learning
R,.net,analytics,hadoop,spark,cloud,python,big data,deep learning,machine learning
R,.net,angularjs,java,ruby,sql,python,base de donnees,big data,data mining,machine learning
R,.net,java,c++,hadoop,spark,scala,svm,python,big data,data mining,machine learning
R,.net,java,mongodb,hive,ia,big data
R,.net,prediction,classification,python,machine learning
R,.net,python,big data,machine learning
R,.net,spss,hadoop,spark,sas,tableau,cloud,python,big data,machine learning
R,ajax,java,hadoop,spark,application,nosql,python,big data,machine learning
R,ajax,spss,d3,hadoop,spark,sas,tableau,python,big data,machine learning
R,analytics,angularjs
R,analytics,application,python,nosql,tableau,sql,matlab,data mining,intelligence artificielle,machine learning
R,analytics,classification,clustering,sql,cloud,python,big data,machine learning
R,analytics,hadoop,classification,python,nosql,clustering,excel,matlab,big data,data mining,machine learning
R,analytics,hadoop,spark,cassandra,app,cloud,big data,machine learning
R,analytics,hadoop,spark,cloud,python,big data,deep learning,machine learning
R,analytics,hadoop,spark,nosql,scala,tableau,sql,neurones,hive,python,big data,deep learning,machine learning,reseaux de neurones
R,analytics,hadoop,spark,nosql,sql,big data,data mining,machine learning
R,analytics,hadoop,spark,sas,classification,sql,hive,python
R,analytics,ia,big data,data mining,machine learning
R,analytics,java,c++,python,matlab,big data,data mining,machine learning
R,analytics,java,hadoop,sas,python,sql,matlab,big data,data mining
R,analytics,keras,c++,hadoop,spark,mysql,nosql,sql,python,deep learning,intelligence artificielle,machine learning
R,analytics,keras,hadoop,spark,sas,nosql,sql,python,big data,deep learning,machine learning
R,analytics,prediction,hadoop,python,sql,matlab,machine learning
R,analytics,python,machine learning
R,analytics,spark,application,sql,neurones,svm,hive,cloud,python,big data,machine learning,reseaux de neurones
R,analytics,spark,cassandra,scala,algorithm,cloud,python,big data,machine learning
R,analytics,spark,sas,python,scala,ia,iot,big data,deep learning,machine learning
R,application,analytics,c++,oracle,base de donnees
R,application,app,python
R,application,c++
R,application,prediction,c++
R,arbres,regression,analytics,c++,java,hadoop,sas,classification,nosql,neurones,hive,big data,data mining,deep learning,machine learning,reseaux de neurones,support vector machine
R,c++,application,sas,matlab
R,c++,nosql
R,cassandra,cloud,spark,big data,intelligence artificielle,machine learning
R,cassandra,python,hadoop,big data
R,classification,application,prediction,base de donnees,big data,data mining
R,d3,prediction,python
R,d3,python,vision,big data,machine learning
R,excel,analytics,application
R,excel,sas
R,excel,sql,c++,base de donnees
R,excel,sql,c++,tableau
R,forest,analytics,svm,big data,data mining,machine learning
R,hadoop,application,tableau,sql,python,base de donnees
R,hadoop,mongodb,python,spark,intelligence artificielle,machine learning
R,hadoop,python,vision,spark,big data,machine learning
R,hadoop,spark,datamining,scala,python,big data,data mining,deep learning,machine learning
R,hadoop,sql,python,spark,big data
R,hive,hadoop,big data
R,java,analytics,hadoop,spark,mapreduce,scala,cassandra,big data,machine learning
R,java,c++,hadoop,nosql,iot,big data
R,java,c++,hadoop,spark,scala,hive,python,big data
R,java,c++,hadoop,spark,scala,svm,python,big data,data mining,machine learning
R,java,c++,python,big data,machine learning
R,java,hadoop,spark,scala,cassandra,python,big data,machine learning
R,learn,classification,python,prediction,big data,machine learning
R,learn,d3,analytics,spss,java,sas,python,perl,ia,machine learning
R,learn,hadoop,spark,cloud,python,big data,machine learning
R,learn,pandas,matlab,analytics,keras,java,spark,sas,sql,neurones,hive,cloud,python,big data,deep learning,intelligence artificielle,machine learning
R,learn,pandas,postgresql,vision,hadoop,spark,tableau,sql,python,machine learning
R,learn,pandas,sap,.net,ajax,java,spark,sas,nosql,sql,weka,cloud,python,iot,big data,intelligence artificielle,machine learning
R,learn,pandas,sap,ajax,java,c++,spark,sas,nosql,sql,weka,cloud,python,iot,big data,intelligence artificielle,machine learning
R,learn,pandas,sap,ajax,java,c++,spark,sas,weka,cloud,python,iot,big data,intelligence artificielle,machine learning
R,learn,pandas,website,application,neurones,app,python,deep learning,machine learning,reseaux de neurones
R,learn,postgresql,vision,tableau,sql,python,machine learning
R,matlab,python,hadoop,machine learning
R,oracle,.net,excel,application,tableau,sql,app,base de donnees
R,oracle,.net,spss,analytics,c++,java,application,cloud,base de donnees
R,oracle,analytics,application,excel,sql
R,oracle,analytics,c++,java,application,base de donnees
R,oracle,excel,c++,tableau,sql,base de donnees
R,oracle,spss,analytics,c++,application,cloud,base de donnees
R,oracle,vision,spark,datamining,clustering,sql,python,big data,machine learning
R,pandas,learn,oracle,arbres,regression,hadoop,spark,mysql,classification,python,nosql,sql,matlab,base de donnees,big data,data mining,intelligence artificielle,machine learning
R,pandas,prediction,c++,python,sql,matlab,intelligence artificielle,machine learning
R,pig,.net,analytics,hadoop,sql,hive,big data,data mining,machine learning
R,pig,.net,prediction,c++,java,spark,sas,application,nosql,scala,sql,hive,python,base de donnees,big data,deep learning,machine learning
R,pig,analytics,hadoop,spark,mapreduce,mongodb,application,nosql,scala,datamining,cassandra,python,big data,machine learning
R,pig,analytics,java,prediction,spark,sas,nosql,scala,sql,hive,python,base de donnees,big data,deep learning,machine learning
R,pig,analytics,spark,sas,nosql,hive,python,big data,machine learning
R,pig,hadoop,sas,forest,sql,svm,hive,python,big data,data mining,machine learning
R,pig,java,c++,hadoop,spark,sas,application,hive,base de donnees,big data
R,pig,oracle,.net,prediction,c++,java,spark,sas,application,nosql,scala,sql,hive,python,base de donnees,big data,machine learning
R,pig,php,hadoop,spark,sas,forest,nosql,svm,cloud,python,big data,data mining,machine learning
R,pig,prediction,c++,java,spark,sas,application,nosql,scala,sql,hive,python,base de donnees,big data,machine learning
R,pig,prediction,cassandra,classification,application,mongodb,nosql,sql,weka,svm,bayes,hive,data mining,machine learning
R,postgresql,oracle,analytics,c++,java,mapreduce,hadoop,mysql,sas,mongodb,application,nosql,tableau,cassandra,python,base de donnees,big data
R,postgresql,spss,analytics,java,hadoop,spark,mysql,sas,tableau,sql,hive,python,big data,data mining,intelligence artificielle,machine learning
R,prediction,.net,python,machine learning
R,prediction,analytics,python,machine learning
R,prediction,application,analytics,python,machine learning
R,prediction,hadoop,mongodb,python,sql,matlab,machine learning
R,python,classification,c++,matlab,big data
R,regression,analytics,python,machine learning
R,regression,forest,clustering,excel,svm,big data,machine learning
R,regression,neurones,python,data mining,machine learning
R,regression,sas,classification,application,clustering,neurones,big data,machine learning,monte carlo,reseaux de neurones
R,sap,arbres,regression,analytics,spss,hadoop,spark,sas,datamining,hive,python,big data,data mining
R,sap,arbres,regression,analytics,spss,sas,datamining,python,big data
R,sap,matlab,pig,oracle,spss,java,c++,sas,tableau,sql,python,iot,big data,machine learning
R,sap,oracle,vision,spss,analytics,c++,hadoop,application,sql,base de donnees,big data
R,sap,pig,oracle,java,hadoop,spark,sas,sql,hive,cloud,python,big data
R,sap,sas,nosql,sql,python,big data,data mining,machine learning
R,sap,sql,nosql,python,big data,data mining,machine learning
R,sap,vision,spss,analytics,hadoop,spark,sas,datamining,hive,python,big data
R,sap,website,learn,analytics,hadoop,spark,application,sql,cloud,python,big data,data mining,machine learning
R,sas,classification,vision,datamining,base de donnees,big data,machine learning
R,sas,java,python,big data
R,sas,oracle,python,big data,machine learning
R,sas,python,big data,machine learning
R,spark,forest,sas,svm,python,big data
R,spss,classification,application,nosql,sql,neurones,reseaux de neurones
R,spss,classification,application,sql,neurones,reseaux de neurones
R,spss,java,sas,python,iot
R,sql,python,big data,machine learning
R,svm,forest,analytics,app,big data,data mining,machine learning
R,tableau,application,excel
R,tableau,sql,analytics,hadoop,big data,machine learning
R,tableau,sql,oracle,analytics,base de donnees
R,vision,java,hadoop,spark,mongodb,scala,tableau,sql,cassandra,python,big data,deep learning,machine learning
R,vision,spss,regression,hadoop,sas,forest,application,sql,python,base de donnees,machine learning
R,vision,spss,sas,application,matlab
R,website,ajax,java,hadoop,spark,nosql,scala,tableau,hive,python,big data,machine learning
R,website,analytics,nosql,sql,app,python,base de donnees,big data
R,website,arbres,sap,regression,analytics,spss,sas,datamining,python,big data
R,website,d3,analytics,hadoop,spark,mapreduce,nosql,cassandra,python,big data,intelligence artificielle,machine learning
R,website,d3,analytics,hadoop,spark,nosql,scala,cloud,python,big data,machine learning
R,website,d3,analytics,hadoop,spark,python,iot,big data,deep learning,machine learning
R,website,d3,analytics,java,hadoop,spark,nosql,sql,cloud,python,iot,big data,data mining,intelligence artificielle,machine learning
R,website,neurones,python,deep learning,intelligence artificielle,machine learning,reseaux de neurones
R,website,python
R,weka,angularjs,python,big data,machine learning
sap,oracle,application,cloud,base de donnees,big data
sas,analytics,java,nosql,base de donnees
spss,analytics,forest,classification,sas,excel,base de donnees
sql,analytics,angularjs,base de donnees,machine learning
sql,cloud,base de donnees
sql,hadoop,spark,big data
sql,java,cloud,vision,base de donnees,big data
sql,mongodb,angularjs
sql,prediction,analytics
sql,sas,.net,cloud,big data,machine learning
sql,sas,analytics,python,big data,machine learning
tableau,analytics,app,spark,big data,machine learning
tableau,analytics,cloud
tableau,application
tableau,application,excel,data mining
tableau,sap,sql,big data
tableau,sql,app,python,big data,machine learning
tableau,sql,application,machine learning
vision,java,analytics,hadoop,spark,nosql,scala,python,big data
vision,java,hadoop,spark,mysql,mongodb,application,base de donnees,big data,machine learning
vision,java,hadoop,spark,mysql,mongodb,application,sql,base de donnees,big data,machine learning
website,ajax,prediction,java,c++,hadoop,application,python,machine learning
website,analytics,c++,java,application,scala,app,python,big data,machine learning
website,angularjs,d3,java,application,app,python
website,app,machine learning
website,app,python,deep learning,machine learning
website,application,excel
website,d3,analytics,algorithm,big data,machine learning
website,d3,analytics,hadoop,spark,scala,python,big data,data mining,machine learning
website,d3,analytics,mapreduce,hadoop,spark,nosql,hive,big data,intelligence artificielle,machine learning
website,d3,analytics,tableau,big data,machine learning
website,hadoop,spark,sql,algorithm,app,python,data mining,deep learning,machine learning
website,java,analytics,hadoop,spark,scala,app,python,big data,data mining
website,java,c++,algorithm,big data
website,java,hadoop,clustering,python,intelligence artificielle,machine learning
website,learn,ajax,prediction,c++,application,app,cloud,big data,deep learning,machine learning
website,php,application,app,python
website,postgresql,ruby,mysql
website,scala,hadoop,spark,clustering,sql,app,hive,python,data mining,machine learning
website,vision
website,vision,ajax,php,ruby,app,python
website,vision,d3,analytics,app
website,vision,mysql,excel,app
